Date of Incident,State,Mine Name,Type of Mine,Shift,Worker Age,Worker Experience (Years),Occupation/Role,Accident Type,Root Cause Category,Injury Severity,Description,PPE Used,No. of Persons Killed,No. of Persons Seriously Injured,Place of Accident,Responsibility,Company
2018-07-13,Odisha,Balaram OCP,Below Ground,B,40,8.2,Blaster,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift B. Role: Blaster.,Yes,0,1,Gate Roadway,Worker,MCL
2018-07-26,Madhya Pradesh,Nigahi OCP,Below Ground,C,32,0,Blaster,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift C. Role: Blaster.,No,0,1,Working Face,Worker,NCL
2018-08-05,Jharkhand,Parej East OCP,Below Ground,B,40,7.4,Electrician,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Gate Roadway in a Below Ground operation during shift B. Role: Electrician.,No,0,1,Gate Roadway,Shared,CCL
2018-08-06,Uttar Pradesh,Amlohri OCP,Below Ground,A,48,14,Mining Sirdar,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Belt Conveyor Line in a Below Ground operation during shift A. Role: Mining Sirdar.,Yes,1,0,Belt Conveyor Line,Worker & Supervisor,NCL
2018-08-17,Maharashtra,Umrer OCP,Above Ground,A,26,3.2,Blaster,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Coal Handling Plant in a Above Ground operation during shift A. Role: Blaster.,Yes,0,1,Coal Handling Plant,Shared,WCL
2018-08-29,Telangana,Ramagundam OC,Opencast,B,36,10.8,HEMM Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at OB Dump Slope in a Opencast operation during shift B. Role: HEMM Operator.,Yes,0,1,OB Dump Slope,Worker,SCCL
2018-08-30,Chhattisgarh,Chhal OCP,Opencast,B,30,3.7,Overman,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at OB Dump Slope in a Opencast operation during shift B. Role: Overman.,No,0,1,OB Dump Slope,Worker,SECL
2018-09-02,Madhya Pradesh,Amlohri OCP,Below Ground,C,46,9.1,Electrician,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Belt Conveyor Line in a Below Ground operation during shift C. Role: Electrician.,Yes,0,1,Belt Conveyor Line,Worker,NCL
2018-09-07,Chhattisgarh,Gevra OCP,Below Ground,C,33,13.1,Overman,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Development Panel in a Below Ground operation during shift C. Role: Overman.,No,0,1,Development Panel,Worker & Supervisor,SECL
2018-09-11,Uttar Pradesh,Dudhia Khurd,Below Ground,C,30,3.2,Electrician,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Belt Conveyor Line in a Below Ground operation during shift C. Role: Electrician.,Yes,0,1,Belt Conveyor Line,Worker,NCL
2018-09-20,West Bengal,Sodepur Colliery,Below Ground,A,27,8.2,Shovel Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift A. Role: Shovel Operator.,Yes,0,1,X-Cut / Junction,Worker,ECL
2018-09-24,Uttar Pradesh,Jayant OCP,Above Ground,B,30,6.1,Fitter,Electricity,Electrical Safety,Fatal,Electricity incident at Surface Substation in a Above Ground operation during shift B. Role: Fitter.,No,2,0,Surface Substation,Maintenance & Management,NCL
2018-09-24,Jharkhand,Jharia Colliery,Below Ground,C,45,10,Loader/Helper,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift C. Role: Loader/Helper.,No,0,1,Gate Roadway,Worker,BCCL
2018-10-08,Tamil Nadu,Neyveli Mine II,Opencast,A,37,12.9,Mining Sirdar,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Haul Road in a Opencast operation during shift A. Role: Mining Sirdar.,No,0,1,Haul Road,Shared,NLC
2018-10-13,Uttar Pradesh,Dudhia Khurd,Opencast,C,40,0,Drill Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Pit Floor in a Opencast operation during shift C. Role: Drill Operator.,Yes,0,1,Pit Floor,Worker & Supervisor,NCL
2018-10-17,Madhya Pradesh,Dipka OCP,Below Ground,C,36,1.6,Mining Sirdar,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Belt Conveyor Line in a Below Ground operation during shift C. Role: Mining Sirdar.,No,0,1,Belt Conveyor Line,Maintenance & Management,SECL
2018-10-20,Madhya Pradesh,Majri Area,Below Ground,A,42,12.5,Electrician,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Working Face in a Below Ground operation during shift A. Role: Electrician.,No,0,1,Working Face,Worker & Supervisor,WCL
2018-10-25,Tamil Nadu,Neyveli Mine I,Opencast,A,32,9.2,Mining Sirdar,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Shovel-Dumper Face in a Opencast operation during shift A. Role: Mining Sirdar.,Yes,0,1,Shovel-Dumper Face,Worker,NLC
2018-10-29,Odisha,Lakhanpur OCP,Below Ground,B,32,7.6,Drill Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Development Panel in a Below Ground operation during shift B. Role: Drill Operator.,No,0,1,Development Panel,Worker,MCL
2018-10-31,Maharashtra,Durgapur OCP,Below Ground,C,34,1.3,Electrician,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift C. Role: Electrician.,Yes,0,2,Working Face,Worker,WCL
2018-11-01,Madhya Pradesh,Durgapur OCP,Below Ground,C,36,7.7,Mining Sirdar,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift C. Role: Mining Sirdar.,Yes,0,1,X-Cut / Junction,Worker,WCL
2018-11-07,Telangana,Manuguru OCP,Above Ground,B,27,6.3,Blaster,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Weigh Bridge in a Above Ground operation during shift B. Role: Blaster.,Yes,0,1,Weigh Bridge,Worker & Supervisor,SCCL
2018-11-12,Tamil Nadu,Neyveli Mine IA,Below Ground,C,45,0,Electrician,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift C. Role: Electrician.,Yes,0,1,Gate Roadway,Worker,NLC
2018-11-14,Jharkhand,Lodna Colliery,Above Ground,A,31,15.7,Overman,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Workshop in a Above Ground operation during shift A. Role: Overman.,No,0,1,Workshop,Shared,BCCL
2018-11-27,Jharkhand,Jharia Colliery,Opencast,B,23,2.4,Dumper Operator,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at OB Dump Slope in a Opencast operation during shift B. Role: Dumper Operator.,No,0,1,OB Dump Slope,Shared,BCCL
2018-11-30,Jharkhand,Jharia Colliery,Above Ground,B,34,3.2,Dumper Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Stock Yard in a Above Ground operation during shift B. Role: Dumper Operator.,No,0,1,Stock Yard,Worker,BCCL
2018-12-01,Uttar Pradesh,Dudhia Khurd,Above Ground,B,31,9,Mining Sirdar,Ground Movement,Ground Instability,Fatal,Ground Movement incident at Workshop in a Above Ground operation during shift B. Role: Mining Sirdar.,Yes,1,0,Workshop,Management (Design/Safety),NCL
2018-12-06,Uttar Pradesh,Jayant OCP,Below Ground,A,28,8,Fitter,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Belt Conveyor Line in a Below Ground operation during shift A. Role: Fitter.,Yes,0,1,Belt Conveyor Line,Worker,NCL
2018-12-10,Madhya Pradesh,Dipka OCP,Below Ground,B,31,4.6,Dumper Operator,Machinery other than Transportation,Mechanical Failure,Fatal,Machinery other than Transportation incident at Gate Roadway in a Below Ground operation during shift B. Role: Dumper Operator.,Yes,1,0,Gate Roadway,Maintenance & Management,SECL
2018-12-11,Maharashtra,Majri Area,Opencast,B,24,10.6,Drill Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Workshop Yard in a Opencast operation during shift B. Role: Drill Operator.,No,0,1,Workshop Yard,Worker,WCL
2018-12-19,Maharashtra,Majri Area,Opencast,C,27,6.2,Shovel Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Workshop Yard in a Opencast operation during shift C. Role: Shovel Operator.,Yes,0,1,Workshop Yard,Worker & Supervisor,WCL
2019-01-07,Madhya Pradesh,Gondegaon OCP,Above Ground,A,32,5.1,Loader/Helper,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Workshop in a Above Ground operation during shift A. Role: Loader/Helper.,No,0,1,Workshop,Worker,WCL
2019-01-14,Odisha,Lakhanpur OCP,Below Ground,C,30,7.2,Overman,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at X-Cut / Junction in a Below Ground operation during shift C. Role: Overman.,Yes,0,1,X-Cut / Junction,Worker & Supervisor,MCL
2019-01-18,Jharkhand,Piparwar OCP,Above Ground,A,25,8.4,HEMM Operator,Ground Movement,Ground Instability,Serious Injury,Ground Movement incident at Workshop in a Above Ground operation during shift A. Role: HEMM Operator.,No,0,2,Workshop,Management (Design/Safety),CCL
2019-01-25,Madhya Pradesh,Dipka OCP,Opencast,C,36,3.2,HEMM Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Shovel-Dumper Face in a Opencast operation during shift C. Role: HEMM Operator.,No,1,0,Shovel-Dumper Face,Worker & Supervisor,SECL
2019-01-29,West Bengal,Sodepur Colliery,Above Ground,B,29,7.1,Fitter,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Weigh Bridge in a Above Ground operation during shift B. Role: Fitter.,No,0,1,Weigh Bridge,Worker,ECL
2019-02-26,Jharkhand,Kusunda Colliery,Below Ground,B,39,10.9,HEMM Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift B. Role: HEMM Operator.,No,0,1,Working Face,Worker,BCCL
2019-03-06,Telangana,Kothagudem Area,Below Ground,C,40,4,Blaster,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Gate Roadway in a Below Ground operation during shift C. Role: Blaster.,No,0,1,Gate Roadway,Shared,SCCL
2019-03-10,Madhya Pradesh,Chhal OCP,Above Ground,B,31,7.6,Dumper Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Weigh Bridge in a Above Ground operation during shift B. Role: Dumper Operator.,No,0,1,Weigh Bridge,Worker,SECL
2019-03-16,Jharkhand,Jharia Colliery,Below Ground,B,36,0.5,HEMM Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Development Panel in a Below Ground operation during shift B. Role: HEMM Operator.,No,0,1,Development Panel,Worker,BCCL
2019-03-28,Maharashtra,Umrer OCP,Below Ground,C,31,6.7,Dumper Operator,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Gate Roadway in a Below Ground operation during shift C. Role: Dumper Operator.,Yes,0,1,Gate Roadway,Shared,WCL
2019-04-11,Uttar Pradesh,Dudhia Khurd,Opencast,A,18,8.1,Overman,Other Causes,Miscellaneous / Procedural,Fatal,Other Causes incident at Workshop Yard in a Opencast operation during shift A. Role: Overman.,No,1,0,Workshop Yard,Shared,NCL
2019-04-19,Jharkhand,Kusunda Colliery,Below Ground,A,37,4,Loader/Helper,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift A. Role: Loader/Helper.,Yes,0,1,X-Cut / Junction,Worker,BCCL
2019-04-20,Madhya Pradesh,Gondegaon OCP,Above Ground,A,30,12.7,Blaster,Ground Movement,Ground Instability,Fatal,Ground Movement incident at Workshop in a Above Ground operation during shift A. Role: Blaster.,No,1,0,Workshop,Management (Design/Safety),WCL
2019-04-22,Madhya Pradesh,Amlohri OCP,Below Ground,C,32,12.8,Drill Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift C. Role: Drill Operator.,Yes,0,2,Working Face,Worker,NCL
2019-04-23,Telangana,Manuguru OCP,Above Ground,C,24,9.7,Mining Sirdar,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Stock Yard in a Above Ground operation during shift C. Role: Mining Sirdar.,No,0,1,Stock Yard,Shared,SCCL
2019-04-23,Madhya Pradesh,Dudhia Khurd,Below Ground,A,41,1.5,Shovel Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift A. Role: Shovel Operator.,Yes,0,1,Gate Roadway,Worker,NCL
2019-04-28,Tamil Nadu,Neyveli Mine IA,Below Ground,C,34,0,Drill Operator,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Working Face in a Below Ground operation during shift C. Role: Drill Operator.,Yes,0,1,Working Face,Shared,NLC
2019-05-04,Jharkhand,Kusunda Colliery,Below Ground,C,26,4.5,Overman,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift C. Role: Overman.,Yes,0,1,Working Face,Worker,BCCL
2019-05-10,Madhya Pradesh,Umrer OCP,Opencast,C,40,14.9,Electrician,Ground Movement,Ground Instability,Fatal,Ground Movement incident at Pit Floor in a Opencast operation during shift C. Role: Electrician.,Yes,1,0,Pit Floor,Management (Design/Safety),WCL
2019-05-12,Jharkhand,Piparwar OCP,Below Ground,C,44,1,Shovel Operator,Ground Movement,Ground Instability,Serious Injury,Ground Movement incident at Working Face in a Below Ground operation during shift C. Role: Shovel Operator.,No,0,3,Working Face,Management (Design/Safety),CCL
2019-05-14,Chhattisgarh,Kusmunda OCP,Opencast,A,39,5.4,Loader/Helper,Ground Movement,Ground Instability,Fatal,Ground Movement incident at Haul Road in a Opencast operation during shift A. Role: Loader/Helper.,Yes,1,0,Haul Road,Management (Design/Safety),SECL
2019-05-16,Jharkhand,Lodna Colliery,Opencast,A,26,6.4,Mining Sirdar,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at OB Dump Slope in a Opencast operation during shift A. Role: Mining Sirdar.,No,2,0,OB Dump Slope,Worker & Supervisor,BCCL
2019-05-20,Madhya Pradesh,Dipka OCP,Below Ground,C,26,5.7,Mining Sirdar,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at X-Cut / Junction in a Below Ground operation during shift C. Role: Mining Sirdar.,Yes,0,1,X-Cut / Junction,Maintenance & Management,SECL
2019-05-22,Madhya Pradesh,Kusmunda OCP,Opencast,C,29,2.1,Mining Sirdar,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Haul Road in a Opencast operation during shift C. Role: Mining Sirdar.,Yes,1,0,Haul Road,Worker & Supervisor,SECL
2019-05-26,Madhya Pradesh,Amlohri OCP,Below Ground,A,29,5.3,HEMM Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Development Panel in a Below Ground operation during shift A. Role: HEMM Operator.,No,0,1,Development Panel,Worker,NCL
2019-05-29,Tamil Nadu,Neyveli Mine I,Opencast,B,41,4.6,Drill Operator,Electricity,Electrical Safety,Fatal,Electricity incident at Haul Road in a Opencast operation during shift B. Role: Drill Operator.,No,1,0,Haul Road,Maintenance & Management,NLC
2019-06-03,Madhya Pradesh,Umrer OCP,Below Ground,B,23,3.9,Shovel Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift B. Role: Shovel Operator.,No,0,2,X-Cut / Junction,Worker,WCL
2019-06-05,Madhya Pradesh,Dipka OCP,Below Ground,A,37,4.9,Electrician,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Belt Conveyor Line in a Below Ground operation during shift A. Role: Electrician.,Yes,1,0,Belt Conveyor Line,Worker & Supervisor,SECL
2019-06-07,Odisha,Basundhara OCP,Opencast,B,29,9.3,Loader/Helper,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Workshop Yard in a Opencast operation during shift B. Role: Loader/Helper.,No,0,1,Workshop Yard,Worker,MCL
2019-06-09,Madhya Pradesh,Amlohri OCP,Below Ground,A,47,14.1,Blaster,Electricity,Electrical Safety,Fatal,Electricity incident at Gate Roadway in a Below Ground operation during shift A. Role: Blaster.,Yes,1,0,Gate Roadway,Maintenance & Management,NCL
2019-06-10,Jharkhand,Kusunda Colliery,Opencast,A,47,1.7,Shovel Operator,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Pit Floor in a Opencast operation during shift A. Role: Shovel Operator.,No,0,1,Pit Floor,Shared,BCCL
2019-07-02,Telangana,Manuguru OCP,Above Ground,B,29,0,HEMM Operator,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Weigh Bridge in a Above Ground operation during shift B. Role: HEMM Operator.,Yes,0,1,Weigh Bridge,Shared,SCCL
2019-07-07,Odisha,Ananta OCP,Below Ground,A,33,14.9,Overman,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift A. Role: Overman.,Yes,0,1,X-Cut / Junction,Worker,MCL
2019-07-25,Madhya Pradesh,Majri Area,Below Ground,C,43,10.4,Overman,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Belt Conveyor Line in a Below Ground operation during shift C. Role: Overman.,Yes,1,0,Belt Conveyor Line,Worker & Supervisor,WCL
2019-08-05,Tamil Nadu,Neyveli Mine IA,Above Ground,A,30,5.9,Drill Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Workshop in a Above Ground operation during shift A. Role: Drill Operator.,Yes,0,1,Workshop,Worker,NLC
2019-08-08,Madhya Pradesh,Chhal OCP,Below Ground,B,27,2.2,Drill Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Belt Conveyor Line in a Below Ground operation during shift B. Role: Drill Operator.,No,0,1,Belt Conveyor Line,Worker,SECL
2019-08-12,Madhya Pradesh,Gevra OCP,Opencast,A,35,0.8,Overman,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Workshop Yard in a Opencast operation during shift A. Role: Overman.,No,0,1,Workshop Yard,Worker & Supervisor,SECL
2019-08-14,Chhattisgarh,Dipka OCP,Above Ground,A,31,2.6,Overman,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Stock Yard in a Above Ground operation during shift A. Role: Overman.,No,0,1,Stock Yard,Worker & Supervisor,SECL
2019-08-19,Jharkhand,Kargali OCP,Below Ground,C,44,9.8,Fitter,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Working Face in a Below Ground operation during shift C. Role: Fitter.,Yes,0,1,Working Face,Worker & Supervisor,CCL
2019-08-20,Tamil Nadu,Neyveli Mine I,Below Ground,A,49,3.6,Mining Sirdar,Ground Movement,Ground Instability,Serious Injury,Ground Movement incident at Gate Roadway in a Below Ground operation during shift A. Role: Mining Sirdar.,No,0,1,Gate Roadway,Management (Design/Safety),NLC
2019-09-13,Madhya Pradesh,Umrer OCP,Opencast,C,30,1.3,Mining Sirdar,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Haul Road in a Opencast operation during shift C. Role: Mining Sirdar.,No,0,1,Haul Road,Shared,WCL
2019-09-17,Jharkhand,Parej East OCP,Below Ground,C,34,6.6,Overman,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift C. Role: Overman.,Yes,0,1,X-Cut / Junction,Worker,CCL
2019-09-18,Jharkhand,Parej East OCP,Above Ground,A,42,6.8,Loader/Helper,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Surface Substation in a Above Ground operation during shift A. Role: Loader/Helper.,Yes,0,1,Surface Substation,Shared,CCL
2019-10-05,Chhattisgarh,Kusmunda OCP,Below Ground,B,50,10.3,Drill Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Belt Conveyor Line in a Below Ground operation during shift B. Role: Drill Operator.,Yes,0,1,Belt Conveyor Line,Worker,SECL
2019-10-22,Madhya Pradesh,Majri Area,Below Ground,B,41,6.8,HEMM Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Gate Roadway in a Below Ground operation during shift B. Role: HEMM Operator.,Yes,0,1,Gate Roadway,Worker & Supervisor,WCL
2019-11-04,Jharkhand,Piparwar OCP,Above Ground,B,37,1.9,Shovel Operator,Ground Movement,Ground Instability,Serious Injury,Ground Movement incident at Workshop in a Above Ground operation during shift B. Role: Shovel Operator.,No,0,1,Workshop,Management (Design/Safety),CCL
2019-11-06,Jharkhand,Kusunda Colliery,Below Ground,A,23,11.1,Loader/Helper,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at X-Cut / Junction in a Below Ground operation during shift A. Role: Loader/Helper.,No,0,1,X-Cut / Junction,Worker,BCCL
2019-11-10,Chhattisgarh,Dipka OCP,Below Ground,A,23,1.6,Drill Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Belt Conveyor Line in a Below Ground operation during shift A. Role: Drill Operator.,Yes,0,1,Belt Conveyor Line,Worker & Supervisor,SECL
2019-11-10,West Bengal,Sangramgarh Colliery,Below Ground,B,35,5.9,Mining Sirdar,Machinery other than Transportation,Mechanical Failure,Serious Injury,Machinery other than Transportation incident at Gate Roadway in a Below Ground operation during shift B. Role: Mining Sirdar.,No,0,1,Gate Roadway,Maintenance & Management,ECL
2019-11-19,Jharkhand,Kusunda Colliery,Below Ground,A,52,2.3,Mining Sirdar,Ground Movement,Ground Instability,Fatal,Ground Movement incident at Gate Roadway in a Below Ground operation during shift A. Role: Mining Sirdar.,No,2,0,Gate Roadway,Management (Design/Safety),BCCL
2019-11-20,Chhattisgarh,Gevra OCP,Below Ground,B,38,10.9,Dumper Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift B. Role: Dumper Operator.,Yes,0,1,Working Face,Worker,SECL
2019-12-03,Telangana,Manuguru OCP,Below Ground,C,40,3,Fitter,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Working Face in a Below Ground operation during shift C. Role: Fitter.,No,0,1,Working Face,Worker,SCCL
2019-12-09,Tamil Nadu,Neyveli Mine IA,Above Ground,A,25,6.3,Overman,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Surface Substation in a Above Ground operation during shift A. Role: Overman.,No,0,1,Surface Substation,Worker & Supervisor,NLC
2019-12-30,Odisha,Balaram OCP,Below Ground,B,32,2.6,Overman,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Serious Injury,Transportation Machinery (Non-Winding) incident at Gate Roadway in a Below Ground operation during shift B. Role: Overman.,No,0,1,Gate Roadway,Worker & Supervisor,MCL
2020-01-08,Uttar Pradesh,Jayant OCP,Opencast,C,27,10.1,Dumper Operator,Machinery other than Transportation,Mechanical Failure,Fatal,Machinery other than Transportation incident at OB Dump Slope in a Opencast operation during shift C. Role: Dumper Operator.,Yes,1,0,OB Dump Slope,Maintenance & Management,NCL
2020-02-08,Madhya Pradesh,Durgapur OCP,Below Ground,A,35,9,Loader/Helper,Other Causes,Miscellaneous / Procedural,Serious Injury,Other Causes incident at Development Panel in a Below Ground operation during shift A. Role: Loader/Helper.,No,0,2,Development Panel,Shared,WCL
2020-02-15,Madhya Pradesh,Durgapur OCP,Below Ground,C,41,5.5,Drill Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Gate Roadway in a Below Ground operation during shift C. Role: Drill Operator.,Yes,0,1,Gate Roadway,Worker,WCL
2020-02-28,Maharashtra,Umrer OCP,Below Ground,A,42,16.4,Mining Sirdar,Transportation Machinery (Winding),Mechanical Failure / Procedural,Serious Injury,Transportation Machinery (Winding) incident at X-Cut / Junction in a Below Ground operation during shift A. Role: Mining Sirdar.,No,0,3,X-Cut / Junction,Worker & Supervisor,WCL
2020-03-08,West Bengal,Sodepur Colliery,Below Ground,A,23,8.5,Drill Operator,Transportation Machinery (Non-Winding),Human Error / Equipment Interface,Fatal,Transportation Machinery (Non-Winding) incident at Working Face in a Below Ground operation during shift A. Role: Drill Operator.,No,1,0,Working Face,Worker & Supervisor,ECL
2020-03-24,Madhya Pradesh,Chhal OCP,Below Ground,B,33,4.8,Shovel Operator,Electricity,Electrical Safety,Serious Injury,Electricity incident at Belt Conveyor Line in a Below Ground operation during shift B. Role: Shovel Operator.,Yes,0,1,Belt Conveyor Line,Maintenance & Management,SECL
2020-04-19,Chhattisgarh,Dipka OCP,Above Ground,A,35,7.3,Dumper Operator,Falls (Other than Fall of Ground),Unsafe Act / Unsafe Condition,Serious Injury,Falls (Other than Fall of Ground) incident at Coal Handling Plant in a Above Ground operation during shift A. Role: Dumper Operator.,No,0,1,Coal Handling Plant,Worker,SECL
2020-05-04,Odisha,Basundhara OCP,Below Ground,B,40,6.9,Mining Sirdar,Ground Movement,Ground Instability,Serious Injury,Ground Movement incident at Gate Roadway in a Below Ground operation during shift B. Role: Mining Sirdar.,Yes,0,2,Gate Roadway,Management (Design/Safety),MCL
